Title,Title_Romaji,Title_English,Title_Japanese,Season,SeasonYear,Genre1,Genre2,Genre3,Demographic,Studio,Title_Clean,Circulation_Num,Circulation_PreAnime
Tari Tari,TARI TARI,Tari Tari,TARI TARI,SUMMER,2012,Music,Slice of Life,,,P.A.WORKS,Tari Tari,,
Tasogare Otome x Amnesia,Tasogare Otome x Amnesia,Dusk Maiden of Amnesia,????×?????,SPRING,2012,Horror,Mystery,Romance,Shounen,SILVER LINK.,Tasogare Otome x Amnesia,,
Tate no Yuusha no Nariagari,Tate no Yuusha no Nariagari,The Rising of the Shield Hero,??????????,WINTER,2019,Action,Adventure,Fantasy,,Kinema Citrus,Tate no Yuusha no Nariagari,,
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,Suppose a Kid from the Last Dungeon Boonies moved to a starter town?,????????????????????????????????,WINTER,2021,Adventure,Comedy,Fantasy,,LIDENFILMS,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,,
Tayutama: Kiss on My Deity,Tayutama: Kiss on my Deity,Tayutama: Kiss on my Deity,???? -Kiss on my Deity-,SPRING,2009,Romance,Supernatural,,,SILVER LINK.,Tayutama: Kiss on My Deity,,
Teekyuu,Teekyuu,Teekyuu,?????,FALL,2012,Comedy,Slice of Life,Sports,Shounen,MAPPA,Teekyuu,,
Tegamibachi,Tegami Bachi: Hikari to Ao no Gensou Yawa,Letter Bee: Light and Blue Night Fantasy,????? ??????????,FALL,2008,Adventure,Fantasy,Slice of Life,Shounen,,Tegamibachi,,
Tekken Chinmi,Tekken Chinmi,Iron Fist Chinmi,?????,SUMMER,1988,Action,Adventure,,Shounen,Ashi Productions,Tekken Chinmi,,
Tenchi Souzou Design-bu,Tenchi Souzou Design-bu,Heaven’s Design Team,?????????,WINTER,2021,Comedy,Fantasy,Slice of Life,Seinen,Asahi Production,Tenchi Souzou Design-bu,,
Tengen Toppa Gurren Lagann,Tengen Toppa Gurren Lagann,Gurren Lagann,??????????,SPRING,2007,Action,Comedy,Drama,,Gainax,Tengen Toppa Gurren Lagann,,
Tengoku Daimakyou,Tengoku Daimakyou,Tengoku Daimakyo,?????,SPRING,2023,Adventure,Mystery,Sci-Fi,Seinen,Production I.G,Tengoku Daimakyou,,
Tenkuu no Escaflowne,Tenkuu no Escaflowne,Vision of Escaflowne,??????????,SPRING,1996,Adventure,Fantasy,Mecha,,Sunrise,Tenkuu no Escaflowne,,
"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita","Tensei Kenja no Isekai Life: Daini no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!,??????????? ~???????????????????~,SUMMER,2022,Action,Adventure,Comedy,,REVOROOT,"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",,
Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,The Aristocrat’s Otherworldly Adventure: Serving Gods Who Go Too Far,??????????? ??????????????,SPRING,2023,Action,Comedy,Fantasy,,Magic Bus,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,,
Tensei shitara Ken deshita,Tensei Shitara Ken Deshita,Reincarnated as a Sword,?????????,FALL,2022,Action,Adventure,Fantasy,,C2C,Tensei shitara Ken deshita,,
Tensei shitara Slime Datta Ken,Tensei Shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,?????????????,FALL,2018,Action,Adventure,Comedy,Shounen,8-bit,Tensei shitara Slime Datta Ken,,
Tenshi na Konamaiki,Tenshi na Konamaiki, A Cheeky Angel,???????,SPRING,2002,Comedy,Romance,Supernatural,Shounen,TMS Entertainment,Tenshi na Konamaiki,,
Tesla Note,Tesla Note,Tesla Note,??????,FALL,2021,Action,Comedy,Drama,Shounen,Gambit,Tesla Note,,
Tetsujin 28-gou,Tetsujin 28-gou,Gigantor,??28?,FALL,1963,Adventure,Mecha,Sci-Fi,Shounen,Eiken,Tetsujin 28-gou,,
Tetsuwan Atom,Tetsuwan Atom (1980),Astro Boy (1980),?????,FALL,1980,Action,Adventure,Mecha,Shounen,Tezuka Productions,Tetsuwan Atom,,
The Big O,THE Big O,The Big O,THE?????,FALL,1999,Action,Mecha,Mystery,Seinen,Sunrise,The Big O,,
The God of High School,THE GOD OF HIGH SCHOOL,The God of High School,THE GOD OF HIGH SCHOOL ?????????????,SUMMER,2020,Action,Fantasy,,Shounen,MAPPA,The God of High School,,
The iDOLM@STER,THE IDOLM@STER,The Idol Master,????????,SUMMER,2011,Comedy,Drama,Music,,A-1 Pictures,The iDOLM@STER,,
Thermae Romae,Thermae Romae,Thermae Romae,????????,WINTER,2012,Adventure,Comedy,Slice of Life,Seinen,DLE,Thermae Romae,,
Tiger & Bunny,TIGER & BUNNY,Tiger & Bunny,TIGER & BUNNY,SPRING,2011,Action,Comedy,Mecha,,Sunrise,Tiger & Bunny,,
Tiger Mask,Tiger Mask,Tiger Mask,???????,FALL,1969,Sports,,,Shounen,Toei Animation,Tiger Mask,,
To Heart,ToHeart,To Heart,ToHeart,SPRING,1999,Drama,Romance,Slice of Life,,OLM,To Heart,,
Toaru Majutsu no Index,Toaru Majutsu no Index,A Certain Magical Index,??????????,FALL,2008,Action,Sci-Fi,Supernatural,,J.C.STAFF,Toaru Majutsu no Index,,
Toji no Miko,Toji no Miko,Katana Maidens ~ Toji No Miko,?????,WINTER,2018,Action,Fantasy,,,Studio Gokumi,Toji no Miko,,
Tokimeki Tonight,Tokimeki Tonight, Tokimeki Tonight,?????????,FALL,1982,Comedy,Fantasy,Romance,Shoujo,Group TAC,Tokimeki Tonight,30115,
Tokkou,TOKKOU,Tokko,TOKKÔ[??],SPRING,2006,Action,Comedy,Horror,Seinen,,Tokkou,,
Tokyo ESP,Tokyo ESP,Tokyo ESP,??ESP,SUMMER,2014,Action,Fantasy,Supernatural,Seinen,Xebec,Tokyo ESP,,
Tokyo Ghoul,Tokyo Ghoul,Tokyo Ghoul,???? ????????,SUMMER,2014,Action,Drama,Horror,Seinen,Studio Pierrot,Tokyo Ghoul,4766,
Tokyo Mew Mew,Tokyo Mew Mew,Tokyo Mew Mew,????????,SPRING,2002,Adventure,Comedy,Fantasy,Shoujo,Studio Pierrot,Tokyo Mew Mew,,
Tokyo Ravens,Tokyo Ravens,Tokyo Ravens,???????,FALL,2013,Action,Comedy,Supernatural,,8-bit,Tokyo Ravens,,
Tokyo Tribe 2,TOKYO TRIBE 2, Tokyo Tribe 2,TOKYO TRIBE 2,FALL,2006,Action,Drama,,,MADHOUSE,Tokyo Tribe 2,,
Tokyo Underground,Tokyo Underground,Tokyo Underground,???????????,SPRING,2002,Action,Adventure,Romance,Shounen,Studio Pierrot,Tokyo Underground,,
Tomo-chan wa Onnanoko!,Tomo-chan wa Onnanoko!,Tomo-chan Is a Girl!,?????????!,WINTER,2023,Comedy,Romance,Slice of Life,Shounen,Lay-duce,Tomo-chan wa Onnanoko!,,
Tomodachi Game,Tomodachi Game,Tomodachi Game,???????,SPRING,2022,Drama,Mystery,Psychological,Shounen,Okuruto Noboru,Tomodachi Game,,
Tonari no Kaibutsu-kun,Tonari no Kaibutsu-kun,My Little Monster,????????,FALL,2012,Comedy,Romance,Slice of Life,Shoujo,Brain's Base,Tonari no Kaibutsu-kun,,
Tonari no Kyuuketsuki-san,Tonari no Kyuuketsuki-san,Ms. vampire who lives in my neighborhood.,?????????,FALL,2018,Comedy,Slice of Life,Supernatural,Seinen,Studio Gokumi,Tonari no Kyuuketsuki-san,,
Tonari no Seki-kun,Tonari no Seki-kun,Tonari no Seki-kun: The Master of Killing Time,???????,WINTER,2014,Comedy,,,Seinen,Shin-Ei Animation,Tonari no Seki-kun,,
Tondemo Skill de Isekai Hourou Meshi,Tondemo Skill de Isekai Hourou Meshi,Campfire Cooking in Another World with my Absurd Skill,???????????????,WINTER,2023,Adventure,Comedy,Fantasy,,MAPPA,Tondemo Skill de Isekai Hourou Meshi,,
Tonikaku Kawaii,Tonikaku Kawaii,TONIKAWA: Over The Moon For You,????????,FALL,2020,Comedy,Romance,Slice of Life,Shounen,Seven Arcs,Tonikaku Kawaii,,
Toradora!,Toradora!,Toradora!,????!,FALL,2008,Comedy,Drama,Romance,,J.C.STAFF,Toradora!,,
Toriko,Toriko, Toriko,???,SPRING,2011,Action,Adventure,Comedy,Shounen,Toei Animation,Toriko,30116,
Toshokan Sensou,Toshokan Sensou,Library War,?????,SPRING,2008,Action,Comedy,Romance,Shoujo,Production I.G,Toshokan Sensou,,
Tottemo! Luckyman,Tottemo! Luckyman,Tottemo! Luckyman,????!??????,SPRING,1994,Comedy,Sci-Fi,,Shounen,Studio Pierrot,Tottemo! Luckyman,,
Touch,Touch, Touch,???,SPRING,1985,Drama,Romance,Slice of Life,Shounen,Group TAC,Touch,10023,
Trigun,TRIGUN,Trigun,TRIGUN,SPRING,1998,Action,Adventure,Comedy,Shounen,MADHOUSE,Trigun,,
Trinity Blood,Trinity Blood,Trinity Blood,??????????,SPRING,2005,Action,Drama,Horror,Shoujo,GONZO,Trinity Blood,,
Tsuki ga Michibiku Isekai Douchuu,Tsuki ga Michibiku Isekai Douchuu,TSUKIMICHI -Moonlit Fantasy-,?????????,SUMMER,2021,Action,Adventure,Comedy,Shounen,C2C,Tsuki ga Michibiku Isekai Douchuu,,
Tsuki to Laika to Nosferatu,Tsuki to Laika to Nosferatu,Irina: The Vampire Cosmonaut,?????????,FALL,2021,Drama,Romance,Sci-Fi,,Arvo Animation,Tsuki to Laika to Nosferatu,,
Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte,??????????????????????????????,WINTER,2023,Comedy,Fantasy,Romance,Josei,Tezuka Productions,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,,
Tsurezure Children,Tsurezure Children,Tsuredure Children,???????,SUMMER,2017,Comedy,Drama,Romance,Shounen,Studio Gokumi,Tsurezure Children,,
Tsurikichi Sanpei,Tsurikichi Sanpei, Fisherman Sanpei,??????,SPRING,1980,Adventure,Sports,,Shounen,Nippon Animation,Tsurikichi Sanpei,,
Turn A Gundam,? Gundam,Turn A Gundam,?????,SPRING,1999,Action,Adventure,Drama,,Sunrise,Turn A Gundam,,
Uchi no Kaisha no Chiisai Senpai no Hanashi,Uchi no Kaisha no Chiisai Senpai no Hanashi,My Tiny Senpai,?????????????,SUMMER,2023,Comedy,Romance,Slice of Life,Seinen,project No.9,Uchi no Kaisha no Chiisai Senpai no Hanashi,,
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai","Uchi no Ko no Tame Naraba, Ore wa Moshikashitara Maou mo Taoseru Kamo Shirenai.","If It's for My Daughter, I'd Even Defeat a Demon Lord",???????????????????????????????,SUMMER,2019,Adventure,Fantasy,Slice of Life,,Maho Film,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai",,#N/A
Uchi no Shishou wa Shippo ga Nai,Uchi no Shishou wa Shippo ga Nai,My Master Has No Tail,????????????,FALL,2022,Comedy,Fantasy,Slice of Life,Seinen,LIDENFILMS,Uchi no Shishou wa Shippo ga Nai,,
Uchuu Kaizoku Captain Herlock,Uchuu Kaizoku Captain Harlock,Captain Harlock Space Pirate,??????????????,SPRING,1978,Action,Adventure,Drama,Seinen,Toei Animation,Uchuu Kaizoku Captain Herlock,,
Uchuu Kyoudai,Uchuu Kyoudai,Space Brothers,????,SPRING,2012,Comedy,Sci-Fi,Slice of Life,Seinen,A-1 Pictures,Uchuu Kyoudai,,
Uchuu no Stellvia,Uchuu no Stellvia,Stellvia of the Universe,?????????,SPRING,2003,Action,Mecha,Romance,,,Uchuu no Stellvia,,
Uchuu Patrol Luluco,Uchuu Patrol Luluco,Space Patrol Luluco,??????????,SPRING,2016,Action,Adventure,Comedy,,TRIGGER,Uchuu Patrol Luluco,,
Uchuu Senkan Yamato,Uchuu Senkan Yamato,Star Blazers: The Quest for Iscandar,???????,FALL,1974,Action,Adventure,Drama,,Office Academy,Uchuu Senkan Yamato,,
Udon no Kuni no Kiniro Kemari,Udon no Kuni no Kiniro Kemari,Poco's Udon World,??????????,FALL,2016,Fantasy,Slice of Life,,Seinen,LIDENFILMS,Udon no Kuni no Kiniro Kemari,,
Ueki no Housoku,Ueki no Housoku,The Law of Ueki,??????,SPRING,2005,Action,Adventure,Comedy,Shounen,Studio DEEN,Ueki no Housoku,,
UFO Robo Grendizer,UFO Robo Grendizer,UFO Robo Grendizer,UFO?????????,FALL,1975,Mecha,,,Shounen,Toei Animation,UFO Robo Grendizer,,
Ultra Maniac,Ultra Maniac,Ultramaniac - Magical Girl,?????????,SPRING,2003,Comedy,Romance,Supernatural,Shoujo,Ashi Productions,Ultra Maniac,,
Umi no Triton,Umi no Triton,Triton of the Sea,??????,SPRING,1972,Adventure,Fantasy,,Shounen,Animation Staff Room,Umi no Triton,,
Umineko no Naku Koro ni,Umineko no Naku Koro ni,Umineko: When They Cry,?????????,SUMMER,2009,Drama,Horror,Mystery,,Studio DEEN,Umineko no Naku Koro ni,,
Uragiri wa Boku no Namae wo Shitteiru,Uragiri wa Boku no Namae wo Shitteiru,The Betrayal Knows My Name,??????????????,SPRING,2010,Adventure,Drama,Fantasy,Shoujo,J.C.STAFF,Uragiri wa Boku no Namae wo Shitteiru,,
Uramichi Oniisan,Uramichi Oniisan,Life Lessons with Uramichi Oniisan,????????,SUMMER,2021,Comedy,Slice of Life,,Josei,Studio Blanc,Uramichi Oniisan,,
Urara Meirochou,Urara Meirochou,Urara Meirocho,??????,WINTER,2017,Comedy,Fantasy,Slice of Life,Seinen,J.C.STAFF,Urara Meirochou,,
Urasekai Picnic,Ura Sekai Picnic,Otherside Picnic,????????,WINTER,2021,Adventure,Fantasy,Mystery,,LIDENFILMS,Urasekai Picnic,,
Urayasu Tekkin Kazoku,Urayasu Tekkin Kazoku, Super Radical Gag Family,??????,SUMMER,1998,Comedy,,,,,Urayasu Tekkin Kazoku,,
Urusei Yatsura,Urusei Yatsura,Urusei Yatsura,??????,FALL,1981,Comedy,Drama,Romance,Shounen,Studio Pierrot,Urusei Yatsura,3593,
Usagi Drop,Usagi Drop,Bunny Drop,???????,SUMMER,2011,Slice of Life,,,Josei,Production I.G,Usagi Drop,,
Ushinawareta Mirai wo Motomete,Ushinawareta Mirai wo Motomete,In Search of the Lost Future,??????????,FALL,2014,Drama,Romance,Sci-Fi,,feel.,Ushinawareta Mirai wo Motomete,,
Utawarerumono,Utawarerumono,Utawarerumono,???????,SPRING,2006,Action,Drama,Fantasy,,OLM,Utawarerumono,,
Vampire Knight,Vampire Knight,Vampire Knight,????????,SPRING,2008,Drama,Mystery,Romance,Shoujo,Studio DEEN,Vampire Knight,,
Vandread,Vandread,Vandread,???????,FALL,2000,Action,Comedy,Mecha,,GONZO,Vandread,,
Vanitas no Karte,Vanitas no Carte,The Case Study of Vanitas,????????,SUMMER,2021,Action,Drama,Fantasy,Shounen,bones,Vanitas no Karte,,
Venus Versus Virus,Venus Versus Virus,Venus Versus Virus,Venus Versus Virus,WINTER,2007,Drama,Romance,Supernatural,,Studio Hibari,Venus Versus Virus,,
Versailles no Bara,Versailles no Bara,Lady Oscar: The Rose of Versailles,????????,FALL,1979,Adventure,Drama,Romance,Shoujo,Tokyo Movie Shinsha,Versailles no Bara,,
Vinland Saga,VINLAND SAGA,Vinland Saga,?????????,SUMMER,2019,Action,Adventure,Drama,Seinen,WIT STUDIO,Vinland Saga,,
Violet Evergarden,Violet Evergarden,Violet Evergarden,????????????????,WINTER,2018,Drama,Fantasy,Slice of Life,,Kyoto Animation,Violet Evergarden,,
Vivy: Fluorite Eye's Song,Vivy: Fluorite Eye’s Song,Vivy -Fluorite Eye's Song-,Vivy -Fluorite Eye’s Song-,SPRING,2021,Action,Drama,Music,,WIT STUDIO,Vivy: Fluorite Eye's Song,,
Wagaya no Oinari-sama.,Wagaya no Oinari-sama.,Our Home's Fox Deity,??????????,SPRING,2008,Adventure,Fantasy,Supernatural,Shounen,,Wagaya no Oinari-sama.,,
Wakako-zake,Wakako-zake,Wakakozake,????,SUMMER,2015,Slice of Life,,,Seinen,office DCI,Wakako-zake,,
Wangan Midnight,Wangan Midnight, Wangan Midnight,????????,SUMMER,2007,Action,Sports,,Seinen,A.C.G.T.,Wangan Midnight,,
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"WataMote: No Matter How I Look At It, It's You Guys' Fault I'm Not Popular!",????????????????????!,SUMMER,2013,Comedy,Slice of Life,,Shounen,SILVER LINK.,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,,
Watashi ga Motete Dousunda,Watashi ga Motete Dousunda,"Kiss Him, Not Me",??????????,FALL,2016,Comedy,Romance,,Shoujo,Brain's Base,Watashi ga Motete Dousunda,,
Watashi ni Tenshi ga Maiorita!,Watashi ni Tenshi ga Maiorita!,WATATEN!: an Angel Flew Down to Me,??????????!,WINTER,2019,Comedy,Slice of Life,,,Doga Kobo,Watashi ni Tenshi ga Maiorita!,,
Watashi no Shiawase na Kekkon,Watashi no Shiawase na Kekkon,My Happy Marriage,?????????,SUMMER,2023,Drama,Romance,Supernatural,Shoujo,Kinema Citrus,Watashi no Shiawase na Kekkon,,
Watashi no Yuri wa Oshigoto desu!,Watashi no Yuri wa Oshigoto desu!,Yuri Is My Job!,??????????!,SPRING,2023,Comedy,Drama,Romance,,Passione,Watashi no Yuri wa Oshigoto desu!,,
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!","Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",Didn't I Say to Make My Abilities Average in the Next Life?!,????????????????!,FALL,2019,Action,Adventure,Comedy,,project No.9,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",,
Whistle!,Whistle!, Whistle!,?????!,SPRING,2002,Sports,,,Shounen,,Whistle!,,
White Album,WHITE ALBUM,White Album,WHITE ALBUM,WINTER,2009,Drama,Music,Romance,,Seven Arcs,White Album,,
Witch Craft Works,Witch Craft Works,Witch Craft Works,????????????,WINTER,2014,Action,Fantasy,Supernatural,Seinen,J.C.STAFF,Witch Craft Works,,
Witchblade,Witchblade,Witchblade,????????,SPRING,2006,Action,Sci-Fi,,,GONZO,Witchblade,,
Wolf's Rain,Wolf's Rain,Wolf's Rain,???????,WINTER,2003,Action,Adventure,Drama,,bones,Wolf's Rain,,
Wonder 3,Wonder 3,The Amazing 3,???????,SUMMER,1965,Action,Adventure,Comedy,Shounen,,Wonder 3,,
Working!!,WORKING!!!,Wagnaria!!3,WORKING!!!,SUMMER,2015,Comedy,Romance,Slice of Life,Seinen,A-1 Pictures,Working!!,,
World Trigger,World Trigger,World Trigger,????????,FALL,2014,Action,Sci-Fi,,Shounen,Toei Animation,World Trigger,,
Wotaku ni Koi wa Muzukashii,Wotaku ni Koi wa Muzukashii,Wotakoi: Love is Hard for Otaku,?????????,SPRING,2018,Comedy,Romance,Slice of Life,Josei,A-1 Pictures,Wotaku ni Koi wa Muzukashii,,
X,X, X (often X/1999),X -????-,SUMMER,1996,Action,Drama,Fantasy,Shoujo,MADHOUSE,X,,
xxxHOLiC,xxxHOLiC,xxxHOLiC,XXX ????,SPRING,2006,Comedy,Drama,Horror,Seinen,Production I.G,xxxHOLiC,,
Yagate Kimi ni Naru,Yagate Kimi ni Naru,Bloom Into You,???????,FALL,2018,Drama,Romance,Slice of Life,Shounen,TROYCA,Yagate Kimi ni Naru,,
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Yahari Ore no Seishun Love Come wa Machigatteiru. Zoku: Kitto, Onnanoko wa Osatou to Spice to Suteki na Nanika de Dekiteiru",My Teen Romantic Comedy SNAFU TOO! OVA,???????????????????? ? ???????????????????????????????,FALL,2016,Comedy,Romance,Slice of Life,,feel.,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,,
Yakitate!! Japan,Yakitate!! Japan, Yakitate!! Japan,????!! ????,FALL,2004,Comedy,,,Shounen,Sunrise,Yakitate!! Japan,,
Yakusoku no Neverland,Yakusoku no Neverland,The Promised Neverland,?????????,WINTER,2019,Drama,Fantasy,Horror,Shounen,CloverWorks,Yakusoku no Neverland,,
Yama no Susume,Yama no Susume,Encouragement of Climb,??????,WINTER,2013,Adventure,Comedy,Slice of Life,Seinen,8-bit,Yama no Susume,,
Yamada-kun to 7-nin no Majo,Yamada-kun to 7-nin no Majo,Yamada and the Seven Witches,?????7????,SPRING,2015,Comedy,Mystery,Romance,Shounen,LIDENFILMS,Yamada-kun to 7-nin no Majo,,
Yamada-kun to Lv999 no Koi wo Suru,Yamada-kun to Lv999 no Koi wo Suru,My Love Story with Yamada-kun at Lv999,?????Lv999?????,SPRING,2023,Comedy,Drama,Romance,Shoujo,MADHOUSE,Yamada-kun to Lv999 no Koi wo Suru,,
Yami no Matsuei,Yami no Matsuei,Descendants of Darkness,????,FALL,2000,Drama,Fantasy,Horror,Shoujo,J.C.STAFF,Yami no Matsuei,,
Yesterday wo Utatte,Yesterday wo Utatte,"SING ""YESTERDAY"" FOR ME",???????????,SPRING,2020,Drama,Romance,Slice of Life,Seinen,Doga Kobo,Yesterday wo Utatte,,
Yi Ren Zhi Xia,Yi Ren Zhi Xia,Hitori no Shita - The Outcast,????,,,Action,Adventure,Supernatural,,Pandanium,Yi Ren Zhi Xia,,
Yofukashi no Uta,Yofukashi no Uta,Call of the Night,???????,SUMMER,2022,Comedy,Psychological,Romance,Shounen,LIDENFILMS,Yofukashi no Uta,,
Yoru wa Neko to Issho,Yoru wa Neko to Issho,Nights with a Cat,????????,SUMMER,2022,Comedy,Slice of Life,,,Studio PuYUKAI,Yoru wa Neko to Issho,,
Youjo Senki,Youjo Senki,Saga of Tanya the Evil,????,WINTER,2017,Action,Fantasy,,,NUT,Youjo Senki,,
Youkai Apartment no Yuuga na Nichijou,Youkai Apartment no Yuuga na Nichijou,Elegant Yokai Apartment Life,????????????,SUMMER,2017,Mystery,Slice of Life,Supernatural,,Shin-Ei Animation,Youkai Apartment no Yuuga na Nichijou,,
Youkai Watch,Youkai Watch,Yo-kai Watch,??????,WINTER,2014,Comedy,Supernatural,,,OLM,Youkai Watch,,
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Classroom of the Elite,??????????????,SUMMER,2017,Drama,Psychological,,,Lerche,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,,
Young Black Jack,Young Black Jack,Young Black Jack,??? ?????????,FALL,2015,Drama,,,Seinen,Tezuka Productions,Young Black Jack,,
Yowamushi Pedal,Yowamushi Pedal, Yowamushi Pedal,?????,FALL,2013,Comedy,Drama,Sports,Shounen,TMS Entertainment,Yowamushi Pedal,3299,
Yozakura Quartet,Yozakura Quartet, Yozakura Quartet,????? ~?????????~,FALL,2008,Action,Comedy,Supernatural,Shounen,Nomad,Yozakura Quartet,,
Yume Tsukai,Yume Tsukai, Dream Users,???,SPRING,2006,Comedy,Drama,Slice of Life,Seinen,MADHOUSE,Yume Tsukai,,
Yumekui Merry,Yumekui Merry,Dream Eater Merry,??????,WINTER,2011,Action,Supernatural,,Shounen,J.C.STAFF,Yumekui Merry,,
Yumemiru Danshi wa Genjitsushugisha,Yumemiru Danshi wa Genjitsushugisha,The Dreaming Boy is a Realist,???????????,SUMMER,2023,Comedy,Romance,Slice of Life,,Studio Gokumi,Yumemiru Danshi wa Genjitsushugisha,,
Yuri Kuma Arashi,Yuri Kuma Arashi,Yurikuma Arashi,????,WINTER,2015,Drama,Fantasy,Mahou Shoujo,,SILVER LINK.,Yuri Kuma Arashi,,
Yuuki Yuuna wa Yuusha de Aru,Yuuki Yuuna wa Yuusha de Aru,Yuki Yuna is a Hero,??????????,FALL,2014,Action,Drama,Fantasy,,Studio Gokumi,Yuuki Yuuna wa Yuusha de Aru,,
Yuukoku no Moriarty,Yuukoku no Moriarty,Moriarty the Patriot,?????????,FALL,2020,Drama,Mystery,Psychological,Shounen,Production I.G,Yuukoku no Moriarty,,
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau","Yuusha Party wo Tsuihou Sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",Beast Tamer,??????????????????????????????????,FALL,2022,Adventure,Fantasy,,,EMT Squared,"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",,
"Yuusha, Yamemasu","Yuusha, Yamemasu",I'm Quitting Heroing,???????,SPRING,2022,Action,Adventure,Comedy,,EMT Squared,"Yuusha, Yamemasu",,
Yuyushiki,Yuyushiki,Yuyushiki,???,SPRING,2013,Comedy,Slice of Life,,Seinen,Kinema Citrus,Yuyushiki,,
Zero kara Hajimeru Mahou no Sho,Zero kara Hajimeru Mahou no Sho,Grimoire of Zero,???????????,SPRING,2017,Action,Drama,Fantasy,,WHITE FOX,Zero kara Hajimeru Mahou no Sho,,
Zero no Tsukaima,Zero no Tsukaima,The Familiar of Zero,??????,SUMMER,2006,Action,Adventure,Comedy,,J.C.STAFF,Zero no Tsukaima,,
Zetman,Zetman,Zetman,?????,SPRING,2012,Action,Drama,Horror,Seinen,TMS Entertainment,Zetman,,
Zetsuen no Tempest,Zetsuen no Tempest,Blast of Tempest,????????,FALL,2012,Action,Drama,Fantasy,Shounen,bones,Zetsuen no Tempest,,
Zettai Karen Children,Zettai Karen Children,Psychic Squad,?????????,SPRING,2008,Action,Comedy,Sci-Fi,Shounen,SynergySP,Zettai Karen Children,,
Zipang,Zipang, Zipang,????,FALL,2004,Action,Sci-Fi,,Seinen,Studio DEEN,Zipang,,
Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,Zom 100: Zombie ni Naru Made ni Shitai 100 no Koto,Zom 100: Bucket List of the Dead,??100~????????????100???~,SUMMER,2023,Action,Comedy,Horror,Seinen,BUG FILMS,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,,
Zombie-Loan,Zombie-Loan,Zombie Loan,??????,SUMMER,2007,Action,Horror,Supernatural,Shounen,Xebec,Zombie-Loan,,
Zombieland Saga,Zombie Land Saga,ZOMBIE LAND SAGA,????????,FALL,2018,Comedy,Music,Supernatural,,MAPPA,Zombieland Saga,,
